date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:36:50	38339/38339	---M--	200	added ('OK')	text/html	date:Fri,%2022%20Apr%202016%2000:46:02%20GMT	http://hastech.company/tf/academia-preview/academia/index.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/index.html	(from )
12:36:50	67/67	---MC-	200	added ('OK')	text/plain	date:Mon,%2026%20Sep%202016%2005:36:48%20GMT	http://hastech.company/robots.txt		(from )
12:36:51	1150/1150	---M--	200	added ('OK')	image/x-icon	date:Mon,%2008%20Feb%202016%2018:02:52%20GMT	http://hastech.company/tf/academia-preview/academia/img/favicon.ico	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/img/favicon.ico	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:52	337/337	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Mon,%2026%20Sep%202016%2005:36:50%20GMT	http://allfont.net/allfont.css?fonts=montserrat-light	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/allfont.net/allfont.2348c.delayed	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:52	506/506	---M--	200	added ('OK')	text/css	etag:%22578bd35e-1fa%22	http://allfont.net/cache/css/montserrat-light.css	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/allfont.net/cache/css/montserrat-light.css	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:52	543/543	---M--	200	added ('OK')	text/css	date:Fri,%2022%20Apr%202016%2000:46:08%20GMT	http://hastech.company/tf/academia-preview/academia/style.css	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/style.css	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:53	15514/15514	---M--	200	added ('OK')	application/javascript	date:Mon,%2030%20Nov%202015%2020:18:36%20GMT	http://hastech.company/tf/academia-preview/academia/js/vendor/modernizr-2.8.3.min.js	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/js/vendor/modernizr-2.8.3.min.js	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:54	20866/20866	---M--	200	added ('OK')	image/png	date:Sun,%2013%20Mar%202016%2002:30:52%20GMT	http://hastech.company/tf/academia-preview/academia/img/logo.png	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/img/logo.png	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:54	36204/36204	---M--	200	added ('OK')	text/html	date:Fri,%2022%20Apr%202016%2000:50:30%20GMT	http://hastech.company/tf/academia-preview/academia/index-2.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/index-2.html	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:56	31411/31411	---M--	200	added ('OK')	text/html	date:Fri,%2022%20Apr%202016%2000:50:36%20GMT	http://hastech.company/tf/academia-preview/academia/index-3.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/index-3.html	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:56	36784/36784	---M--	200	added ('OK')	text/html	date:Fri,%2022%20Apr%202016%2000:50:42%20GMT	http://hastech.company/tf/academia-preview/academia/index-4.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/index-4.html	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:57	19751/19751	---M--	200	added ('OK')	text/html	date:Fri,%2022%20Apr%202016%2000:50:00%20GMT	http://hastech.company/tf/academia-preview/academia/courses-item-1.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/courses-item-1.html	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:58	21061/21061	---M--	200	added ('OK')	text/html	date:Fri,%2022%20Apr%202016%2000:50:06%20GMT	http://hastech.company/tf/academia-preview/academia/courses-item-2.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/courses-item-2.html	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:58	29797/29797	---M--	200	added ('OK')	text/html	date:Fri,%2022%20Apr%202016%2000:51:24%20GMT	http://hastech.company/tf/academia-preview/academia/single-courses.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/single-courses.html	(from http://hastech.company/tf/academia-preview/academia/index.html)
12:36:59	18050/18050	---M--	200	added ('OK')	text/html	date:Fri,%2022%20Apr%202016%2000:50:14%20GMT	http://hastech.company/tf/academia-preview/academia/faq.html	C:/Users/Nguyen%20Hoang%20Chuong/Desktop/my%20web/chuongnh/hastech.company/tf/academia-preview/academia/faq.html	(from http://hastech.company/tf/academia-preview/academia/index.html)
